Title,URL
"Flower Top, 8046  Zürich",https://www.hofsuche.schweizerbauern.ch/de/farm/flower-top-9766/vomhof
"Ritzmann-Müller Betriebsgemeinschaft, 8459 Volken",https://www.hofsuche.schweizerbauern.ch/de/farm/ritzmann-mueller-betriebsgemeinschaft-13796/vomhof
"Bauernhof Familie Werffeli, 8104 Weiningen",https://www.hofsuche.schweizerbauern.ch/de/farm/bauernhof-familie-werffeli-9118/vomhof
"Hof zur Au, 8165 Schleinikon",https://www.hofsuche.schweizerbauern.ch/de/farm/hof-zur-au-12143/vomhof
"Sonnhaldenhof, 5610 Wohlen",https://www.hofsuche.schweizerbauern.ch/de/farm/sonnhaldenhof-9121/vomhof
"Streulis Privatbrennerei, 8810 Horgen",https://www.hofsuche.schweizerbauern.ch/de/farm/streulis-privatbrennerei-9652/vomhof
"Bio Waidhof, 8052 Zürich",https://www.hofsuche.schweizerbauern.ch/de/farm/bio-waidhof-421/vomhof
"Gfellerhof und Kämatten, 8051 Zürich",https://www.hofsuche.schweizerbauern.ch/de/farm/gfellerhof-und-kaematten-1253/vomhof
"Schumacher Agrobetrieb, 8046 Zürich",https://www.hofsuche.schweizerbauern.ch/de/farm/schumacher-agrobetrieb-11926/vomhof
"Riedenholzhof, 8052 Zürich",https://www.hofsuche.schweizerbauern.ch/de/farm/riedenholzhof-720/vomhof
"Pfister Gemüsebau, 8427 Freienstein",https://www.hofsuche.schweizerbauern.ch/de/farm/pfister-gemuesebau-11821/vomhof
"Gutsbetrieb Oeschberg, 3425 Koppigen",https://www.hofsuche.schweizerbauern.ch/de/farm/gutsbetrieb-oeschberg-1906/vomhof
"peter-rickenbach.ch, 8545 Rickenbach",https://www.hofsuche.schweizerbauern.ch/de/farm/peter-rickenbach-ch-9613/vomhof
"Bihr Rosengartenprodukte, 8344 Bäretswil",https://www.hofsuche.schweizerbauern.ch/de/farm/bihr-rosengartenprodukte-8876/vomhof
"Gemüsebau Rinderknecht, 8427 Freienstein",https://www.hofsuche.schweizerbauern.ch/de/farm/gemuesebau-rinderknecht-9940/vomhof
"Hofladen Langwies, Ringlikon, 8142 Uitikon Waldegg",https://www.hofsuche.schweizerbauern.ch/de/farm/hofladen-langwies-ringlikon-796/vomhof
"Steigacher, 8311 Brütten",https://www.hofsuche.schweizerbauern.ch/de/farm/steigacher-1956/vomhof
"Brachland, 8608 Bubikon",https://www.hofsuche.schweizerbauern.ch/de/farm/brachland-1242/vomhof
"Weingut Gehring, 8427  Freienstein",https://www.hofsuche.schweizerbauern.ch/de/farm/weingut-gehring-9763/vomhof
"Widem, 8164 Bachs",https://www.hofsuche.schweizerbauern.ch/de/farm/widem-1997/vomhof
"Gutsbetrieb Uf-Stocken, 8802 Kilchberg",https://www.hofsuche.schweizerbauern.ch/de/farm/gutsbetrieb-uf-stocken-1259/vomhof
"Brachers Blumenfeld, 3423 Ersigen",https://www.hofsuche.schweizerbauern.ch/de/farm/brachers-blumenfeld-12369/vomhof
"Bergli Christbaum, 8707 Uetikon am See",https://www.hofsuche.schweizerbauern.ch/de/farm/bergli-christbaum-11134/vomhof
"Gemüse vom Ankenhof, 8102 Oberengstringen",https://www.hofsuche.schweizerbauern.ch/de/farm/gemuese-vom-ankenhof-10116/vomhof
"Egghof, 3429 Höchstetten",https://www.hofsuche.schweizerbauern.ch/de/farm/egghof-10590/vomhof
"Litzibuch, 8966 Oberwil-Lieli",https://www.hofsuche.schweizerbauern.ch/de/farm/litzibuch-292/vomhof
"BungertHof, 8415 Berg am Irchel",https://www.hofsuche.schweizerbauern.ch/de/farm/bungerthof-15182/vomhof
"Traub Bio-Gemüse Eichhof, 5608 Stetten",https://www.hofsuche.schweizerbauern.ch/de/farm/traub-bio-gemuese-eichhof-11913/vomhof
"Hofkäserei im Basi, 8953 Dietikon",https://www.hofsuche.schweizerbauern.ch/de/farm/hofkaeserei-im-basi-11380/vomhof
"Erdbeer- und Kefenfeld, Widmers Selbstpflückparadies , 3429 Höchstetten",https://www.hofsuche.schweizerbauern.ch/de/farm/erdbeer-und-kefenfeld-widmers-selbstpflueckparadies-1901/vomhof
"Züri Oberländer Sträusse, 8332 Russikon",https://www.hofsuche.schweizerbauern.ch/de/farm/zueri-oberlaender-straeusse-10803/vomhof
"Leutenegger Schafkäse , 8577 Schönholzerswilen",https://www.hofsuche.schweizerbauern.ch/de/farm/leutenegger-schafkaese-11735/vomhof
"Käsers Schloss AG, 5077 Elfingen",https://www.hofsuche.schweizerbauern.ch/de/farm/kaesers-schloss-ag-14423/vomhof
"Hubihof, 5454 Bellikon",https://www.hofsuche.schweizerbauern.ch/de/farm/hubihof-9896/vomhof
"Max Schwarz AG, 5234 Villigen",https://www.hofsuche.schweizerbauern.ch/de/farm/max-schwarz-ag-3458/vomhof
"Weingut Kilchsperger, 8416 Flaach",https://www.hofsuche.schweizerbauern.ch/de/farm/weingut-kilchsperger-13374/vomhof
"Christian Keller, 8124 Maur",https://www.hofsuche.schweizerbauern.ch/de/farm/christian-keller-13273/vomhof
"Biohof Fondli, 8953 Dietikon",https://www.hofsuche.schweizerbauern.ch/de/farm/biohof-fondli-9810/vomhof
"Schibli, 8636 Wald",https://www.hofsuche.schweizerbauern.ch/de/farm/schibli-10493/vomhof
"Biohof Püntacher, 8712 Stäfa",https://www.hofsuche.schweizerbauern.ch/de/farm/biohof-puentacher-14397/vomhof
"Hof Hoperen, 8606 Nänikon",https://www.hofsuche.schweizerbauern.ch/de/farm/hof-hoperen-14247/vomhof
"Im Zügnis, 8143 Stallikon",https://www.hofsuche.schweizerbauern.ch/de/farm/im-zuegnis-14200/vomhof
"Eichenberger Obst, 8248 Uhwiesen",https://www.hofsuche.schweizerbauern.ch/de/farm/eichenberger-obst-14243/vomhof
"Biohof Grund, 8906 Bonstetten",https://www.hofsuche.schweizerbauern.ch/de/farm/biohof-grund-13035/vomhof
"Leematt, 8926 Kappel am Albis",https://www.hofsuche.schweizerbauern.ch/de/farm/leematt-12996/vomhof
"Aussichtshof, 8625 Gossau",https://www.hofsuche.schweizerbauern.ch/de/farm/aussichtshof-12808/vomhof
"Hof Kirchbüel, 8706 Meilen",https://www.hofsuche.schweizerbauern.ch/de/farm/hof-kirchbueel-12998/vomhof
"Walder`s, 8630 Rüti",https://www.hofsuche.schweizerbauern.ch/de/farm/walder-s-12939/vomhof
"Biohof Maurer, 8132 Egg",https://www.hofsuche.schweizerbauern.ch/de/farm/biohof-maurer-12893/vomhof
"Hof Gerber, 8915 Hausen am Albis",https://www.hofsuche.schweizerbauern.ch/de/farm/hof-gerber-12830/vomhof
"Hof Hubhansen, 8636 Wald ZH",https://www.hofsuche.schweizerbauern.ch/de/farm/hof-hubhansen-13906/vomhof
"Hof Sonnenwies, 8497 Fischenthal",https://www.hofsuche.schweizerbauern.ch/de/farm/hof-sonnenwies-13876/vomhof
"Puur8825, 8825 Hütten",https://www.hofsuche.schweizerbauern.ch/de/farm/puur8825-13978/vomhof
"Früchtehof Kunz, 8627 Grüningen",https://www.hofsuche.schweizerbauern.ch/de/farm/fruechtehof-kunz-12818/vomhof
"Büelhof, 8545 Rickenbach Sulz",https://www.hofsuche.schweizerbauern.ch/de/farm/bueelhof-12827/vomhof
"Widenwald Hof, 8499 Sternenberg",https://www.hofsuche.schweizerbauern.ch/de/farm/widenwald-hof-12833/vomhof
"Staub'ä Hof, 8627 Grüningen",https://www.hofsuche.schweizerbauern.ch/de/farm/staub-ae-hof-13190/vomhof
"Hof Auental, 8413 Neftenbach",https://www.hofsuche.schweizerbauern.ch/de/farm/hof-auental-13888/vomhof
"Sonnenhof , 8330 Pfäffikon",https://www.hofsuche.schweizerbauern.ch/de/farm/sonnenhof-12770/vomhof
"Messikommer-Obst, 8615 Freudwil",https://www.hofsuche.schweizerbauern.ch/de/farm/messikommer-obst-12711/vomhof
"Maihof, 8635 Dürnten",https://www.hofsuche.schweizerbauern.ch/de/farm/maihof-12653/vomhof
"Schürmatt, 8932 Mettmenstetten",https://www.hofsuche.schweizerbauern.ch/de/farm/schuermatt-12594/vomhof
"Fabian's Hofladen , 8475 Ossingen",https://www.hofsuche.schweizerbauern.ch/de/farm/fabian-s-hofladen-13498/vomhof
"Hoflädeli Salvisberg, 8712 Stäfa",https://www.hofsuche.schweizerbauern.ch/de/farm/hoflaedeli-salvisberg-12475/vomhof
"Knack Frisch, 8103 Unterengstringen ",https://www.hofsuche.schweizerbauern.ch/de/farm/knack-frisch-13423/vomhof
"Seehalde Oberstammheim, 8477 Oberstammheim",https://www.hofsuche.schweizerbauern.ch/de/farm/seehalde-oberstammheim-13385/vomhof
"Tiergarten, 8164 Bachs",https://www.hofsuche.schweizerbauern.ch/de/farm/tiergarten-10911/vomhof
"Gantner Rebbau und Weine, 8193 Eglisau",https://www.hofsuche.schweizerbauern.ch/de/farm/gantner-rebbau-und-weine-10919/vomhof
"Biohof Guyer, 8607 Seegräben",https://www.hofsuche.schweizerbauern.ch/de/farm/biohof-guyer-10522/vomhof
"Tambelhof, 8704 Herrliberg",https://www.hofsuche.schweizerbauern.ch/de/farm/tambelhof-11629/vomhof
"Blumenfeld Brändli, 8820 Wädenswil",https://www.hofsuche.schweizerbauern.ch/de/farm/blumenfeld-braendli-12338/vomhof
"Stalder-Hof, 8904 Aesch",https://www.hofsuche.schweizerbauern.ch/de/farm/stalder-hof-11/vomhof
"Hofladen der Martin Stiftung, 8703 Erlenbach",https://www.hofsuche.schweizerbauern.ch/de/farm/hofladen-der-martin-stiftung-15132/vomhof
"Biohof Aegerten, 8634 Hombrechtikon",https://www.hofsuche.schweizerbauern.ch/de/farm/biohof-aegerten-14944/vomhof
"Wiesenreich, 8706 Meilen",https://www.hofsuche.schweizerbauern.ch/de/farm/wiesenreich-14918/vomhof
"Panoramahof , 8706 Meilen",https://www.hofsuche.schweizerbauern.ch/de/farm/panoramahof-14874/vomhof
"Guldenberg, 8424 Embrach",https://www.hofsuche.schweizerbauern.ch/de/farm/guldenberg-14875/vomhof
"Meier Weinbau, 8112 Otelfingen",https://www.hofsuche.schweizerbauern.ch/de/farm/meier-weinbau-14679/vomhof
"Hof Kappel 7, 8523 Hagenbuch",https://www.hofsuche.schweizerbauern.ch/de/farm/hof-kappel-7-14425/vomhof
"Neuhof, 8708 Männedorf",https://www.hofsuche.schweizerbauern.ch/de/farm/neuhof-13146/vomhof
"Beerstecher Hofladen, 8600 Dübendorf",https://www.hofsuche.schweizerbauern.ch/de/farm/beerstecher-hofladen-13021/vomhof
"Sidler's Hofladen, 8143 Stallikon",https://www.hofsuche.schweizerbauern.ch/de/farm/sidler-s-hofladen-13003/vomhof
"Flaacher Spargelhof Spaltenstein, 8416 Flaach",https://www.hofsuche.schweizerbauern.ch/de/farm/flaacher-spargelhof-spaltenstein-14082/vomhof
"Stöckli Ei AG, 8493 Saland",https://www.hofsuche.schweizerbauern.ch/de/farm/stoeckli-ei-ag-14098/vomhof
"Weber, 8602 Wangen bei Dübendorf",https://www.hofsuche.schweizerbauern.ch/de/farm/weber-14086/vomhof
"Frei's Hofladen, 8105 Watt",https://www.hofsuche.schweizerbauern.ch/de/farm/frei-s-hofladen-13009/vomhof
"Ruf  Obst - und  Weinbau, 8428 Teufen ZH",https://www.hofsuche.schweizerbauern.ch/de/farm/ruf-obst-und-weinbau-13773/vomhof
"Salenhof, 8162 Steinmaur",https://www.hofsuche.schweizerbauern.ch/de/farm/salenhof-14019/vomhof
"Rotenbirben, 8906 Bonstetten",https://www.hofsuche.schweizerbauern.ch/de/farm/rotenbirben-12806/vomhof
"Bio Hoflädeli, 8911 Rifferswil",https://www.hofsuche.schweizerbauern.ch/de/farm/bio-hoflaedeli-12802/vomhof
"Pfrundweid, 8620 Wetzikon",https://www.hofsuche.schweizerbauern.ch/de/farm/pfrundweid-12712/vomhof
"Zelglihof Tolhusen, 8352 Elsau",https://www.hofsuche.schweizerbauern.ch/de/farm/zelglihof-tolhusen-13595/vomhof
"Kümmerli-Hof, 8904 Aesch",https://www.hofsuche.schweizerbauern.ch/de/farm/kuemmerli-hof-13707/vomhof
"Looren-Hof, 8127 Forch",https://www.hofsuche.schweizerbauern.ch/de/farm/looren-hof-13698/vomhof
"Bühlhof, 8185 Winkel",https://www.hofsuche.schweizerbauern.ch/de/farm/buehlhof-12640/vomhof
"BioHof Weisserlen, 8824 Schönenberg",https://www.hofsuche.schweizerbauern.ch/de/farm/biohof-weisserlen-13598/vomhof
"Obstbau Jürg Schneider, 8706 Meilen",https://www.hofsuche.schweizerbauern.ch/de/farm/obstbau-juerg-schneider-13530/vomhof
"Bösch Frisch vom Hof, 8523 Hagenbuch",https://www.hofsuche.schweizerbauern.ch/de/farm/boesch-frisch-vom-hof-12481/vomhof
"Biohof Lützelsee, 8634 Hombrechtikon",https://www.hofsuche.schweizerbauern.ch/de/farm/biohof-luetzelsee-12397/vomhof
"Hofladen Goldacher , 8624 Grüt",https://www.hofsuche.schweizerbauern.ch/de/farm/hofladen-goldacher-12457/vomhof
"Kuhn-Bisikon, 8307 Effretikon",https://www.hofsuche.schweizerbauern.ch/de/farm/kuhn-bisikon-12455/vomhof
"Roggacherhof, 8127 Forch",https://www.hofsuche.schweizerbauern.ch/de/farm/roggacherhof-12440/vomhof
"Hans-Ueli Peter, 8544 Attikon",https://www.hofsuche.schweizerbauern.ch/de/farm/hans-ueli-peter-12433/vomhof
"Landwirtschaftsbetrieb Familie Greuter, 8545 Rickenbach",https://www.hofsuche.schweizerbauern.ch/de/farm/landwirtschaftsbetrieb-familie-greuter-13342/vomhof
"Hof Im Feld, 8615 Freudwil",https://www.hofsuche.schweizerbauern.ch/de/farm/hof-im-feld-12407/vomhof
"Erlenhof Lädeli, Gebr. Meier Gemüsekulturen AG, 8108 Dällikon",https://www.hofsuche.schweizerbauern.ch/de/farm/erlenhof-laedeli-gebr-meier-gemuesekulturen-ag-13362/vomhof
"Hof Hintermarchlen, 8426 Lufingen",https://www.hofsuche.schweizerbauern.ch/de/farm/hof-hintermarchlen-13383/vomhof
"Pfister Blumenfeld, 8606 Nänikon",https://www.hofsuche.schweizerbauern.ch/de/farm/pfister-blumenfeld-12384/vomhof
"Chrut & Rüebli, 8322 Madetswil",https://www.hofsuche.schweizerbauern.ch/de/farm/chrut-rueebli-12367/vomhof
"Wittwer’s Hoflädeli Summerhalde, 8352 Elsau",https://www.hofsuche.schweizerbauern.ch/de/farm/wittwer-s-hoflaedeli-summerhalde-12357/vomhof
"Gulmenhof, 8820  Wädenswil",https://www.hofsuche.schweizerbauern.ch/de/farm/gulmenhof-9631/vomhof
"Breitenmatt, 8344 Bäretswil",https://www.hofsuche.schweizerbauern.ch/de/farm/breitenmatt-9638/vomhof
"Weinbau Wetli, Männedorf, 8708 Männedorf",https://www.hofsuche.schweizerbauern.ch/de/farm/weinbau-wetli-maennedorf-9679/vomhof
"Chälli’s Hofladen Purnatur AG, 8548 Ellikon an der Thur",https://www.hofsuche.schweizerbauern.ch/de/farm/chaelli-s-hofladen-purnatur-ag-12114/vomhof
"Im Margler, 8105 Watt",https://www.hofsuche.schweizerbauern.ch/de/farm/im-margler-12088/vomhof
"Beat Gätzi, 8124 Maur",https://www.hofsuche.schweizerbauern.ch/de/farm/beat-gaetzi-12308/vomhof
"Chilehof, 8634 Hombrechtikon",https://www.hofsuche.schweizerbauern.ch/de/farm/chilehof-12138/vomhof
"hoflädeli Stadel, 8175 Windlach",https://www.hofsuche.schweizerbauern.ch/de/farm/hoflaedeli-stadel-12259/vomhof
"Underhus, 8495 Schmidrüti",https://www.hofsuche.schweizerbauern.ch/de/farm/underhus-12092/vomhof
"Hofgemeinschaft Weilenmann, 8414 Buch am Irchel",https://www.hofsuche.schweizerbauern.ch/de/farm/hofgemeinschaft-weilenmann-12000/vomhof
"martella-hof, 8460 Marthalen",https://www.hofsuche.schweizerbauern.ch/de/farm/martella-hof-9908/vomhof
"Jürg Hasler - Holzhusen, 8627 Grüningen",https://www.hofsuche.schweizerbauern.ch/de/farm/juerg-hasler-holzhusen-12118/vomhof
"Bio Oberschwandenhof, 8833 Samstagern",https://www.hofsuche.schweizerbauern.ch/de/farm/bio-oberschwandenhof-12091/vomhof
"Husemerhof, 8475 Ossingen",https://www.hofsuche.schweizerbauern.ch/de/farm/husemerhof-12178/vomhof
"Maerki's Hofladen, 8408 Winterthur",https://www.hofsuche.schweizerbauern.ch/de/farm/maerki-s-hofladen-10348/vomhof
"Loohof Regensberg, 8158 Regensberg",https://www.hofsuche.schweizerbauern.ch/de/farm/loohof-regensberg-12148/vomhof
"Berghof, 8108 Dällikon",https://www.hofsuche.schweizerbauern.ch/de/farm/berghof-10419/vomhof
"Sigi Buur, 8815 Horgenberg",https://www.hofsuche.schweizerbauern.ch/de/farm/sigi-buur-11065/vomhof
"Sunnacker, 8466 Trüllikon",https://www.hofsuche.schweizerbauern.ch/de/farm/sunnacker-10062/vomhof
"Moosbuur, 8498 Gibswil",https://www.hofsuche.schweizerbauern.ch/de/farm/moosbuur-11028/vomhof
"Zollinger's Hofladen, 8105 Watt",https://www.hofsuche.schweizerbauern.ch/de/farm/zollinger-s-hofladen-10968/vomhof
"Gachnang Milch, 8815  Horgenberg",https://www.hofsuche.schweizerbauern.ch/de/farm/gachnang-milch-10702/vomhof
"St. Annahof, 8477  Oberstammheim",https://www.hofsuche.schweizerbauern.ch/de/farm/st-annahof-9243/vomhof
"Eier-Buume, 8308 Illnau",https://www.hofsuche.schweizerbauern.ch/de/farm/eier-buume-10771/vomhof
"Tannenhof, 8302  Kloten",https://www.hofsuche.schweizerbauern.ch/de/farm/tannenhof-10988/vomhof
"Biopilze Schneebeli, 8912 Obfelden",https://www.hofsuche.schweizerbauern.ch/de/farm/biopilze-schneebeli-10914/vomhof
"Bollerfarm, 8133 Esslingen",https://www.hofsuche.schweizerbauern.ch/de/farm/bollerfarm-10829/vomhof
"Biohof-Corrodi, 8460 Marthalen",https://www.hofsuche.schweizerbauern.ch/de/farm/biohof-corrodi-10683/vomhof
"Hofladen-Anderegg, 8248 Uhwiesen",https://www.hofsuche.schweizerbauern.ch/de/farm/hofladen-anderegg-10695/vomhof
"Hofmanns-Hofladen, 8354 Hofstetten",https://www.hofsuche.schweizerbauern.ch/de/farm/hofmanns-hofladen-10938/vomhof
"Dändliker Obst & Beeren, 8634 Hombrechtikon",https://www.hofsuche.schweizerbauern.ch/de/farm/daendliker-obst-beeren-10778/vomhof
"Hof Girentobel, 8493 Saland",https://www.hofsuche.schweizerbauern.ch/de/farm/hof-girentobel-10783/vomhof
"GmüesPeter, 8465 Wildensbuch",https://www.hofsuche.schweizerbauern.ch/de/farm/gmueespeter-10709/vomhof
"Hof-Wiederkehr, 8603 Schwerzenbach",https://www.hofsuche.schweizerbauern.ch/de/farm/hof-wiederkehr-10848/vomhof
"Tannholz, 8468 Guntalingen",https://www.hofsuche.schweizerbauern.ch/de/farm/tannholz-9823/vomhof
"Langacherhof, 8630 Rüti",https://www.hofsuche.schweizerbauern.ch/de/farm/langacherhof-9795/vomhof
"Puurehof im Rüedi, 8427 Freienstein",https://www.hofsuche.schweizerbauern.ch/de/farm/puurehof-im-rueedi-9495/vomhof
"holzsterne.ch, 8925 Ebertswil",https://www.hofsuche.schweizerbauern.ch/de/farm/holzsterne-ch-9774/vomhof
"Hofwisen, 8545 Rickenbach",https://www.hofsuche.schweizerbauern.ch/de/farm/hofwisen-9749/vomhof
"Heidihof, 8617 Mönchaltorf",https://www.hofsuche.schweizerbauern.ch/de/farm/heidihof-9577/vomhof
"Betrieb Weilenmann, 8544 Attikon",https://www.hofsuche.schweizerbauern.ch/de/farm/betrieb-weilenmann-9648/vomhof
"Räss Wildbeeren AG, 8463 Benken",https://www.hofsuche.schweizerbauern.ch/de/farm/raess-wildbeeren-ag-9213/vomhof
"Wellenauerhof, 8494 Bauma",https://www.hofsuche.schweizerbauern.ch/de/farm/wellenauerhof-9665/vomhof
"WeinGut Zuber, 8465 Rudolfingen",https://www.hofsuche.schweizerbauern.ch/de/farm/weingut-zuber-9533/vomhof
"Biohof Lüssi, 8488 Turbenthal",https://www.hofsuche.schweizerbauern.ch/de/farm/biohof-luessi-9541/vomhof
"Bauernhof Familie Müller, 8104 Weiningen",https://www.hofsuche.schweizerbauern.ch/de/farm/bauernhof-familie-mueller-9359/vomhof
"Zelg, 8634 Hombrechtikon",https://www.hofsuche.schweizerbauern.ch/de/farm/zelg-9514/vomhof
"Altorfer Haldengut , 8152 Opfikon",https://www.hofsuche.schweizerbauern.ch/de/farm/altorfer-haldengut-9345/vomhof
"Bauernhof Stöckweid, 8934 Knonau",https://www.hofsuche.schweizerbauern.ch/de/farm/bauernhof-stoeckweid-9299/vomhof
"Rebhof, 8475 Ossingen",https://www.hofsuche.schweizerbauern.ch/de/farm/rebhof-9269/vomhof
"Fürstliche Grünspargeln, 8617 Mönchaltorf",https://www.hofsuche.schweizerbauern.ch/de/farm/fuerstliche-gruenspargeln-9288/vomhof
"Biohof Hittenberg, 8636 Wald",https://www.hofsuche.schweizerbauern.ch/de/farm/biohof-hittenberg-9258/vomhof
"Moosbrunnen, 8426 Lufingen",https://www.hofsuche.schweizerbauern.ch/de/farm/moosbrunnen-9189/vomhof
"Betrieb  zur Morgensonne, 8477 Oberstammheim",https://www.hofsuche.schweizerbauern.ch/de/farm/betrieb-zur-morgensonne-9188/vomhof
"Lindenmann, 8605 Gutenswil",https://www.hofsuche.schweizerbauern.ch/de/farm/lindenmann-9167/vomhof
"Kupper`s Hoflädeli, 8353 Elgg",https://www.hofsuche.schweizerbauern.ch/de/farm/kupper-s-hoflaedeli-9165/vomhof
"Obst und Beeren, 8820 Wädenswil",https://www.hofsuche.schweizerbauern.ch/de/farm/obst-und-beeren-9163/vomhof
"höflich.ch, 8425 Oberembrach",https://www.hofsuche.schweizerbauern.ch/de/farm/hoeflich-ch-9161/vomhof
"fruchtig frisch - oswald, 8630 Rüti",https://www.hofsuche.schweizerbauern.ch/de/farm/fruchtig-frisch-oswald-9160/vomhof
"Müllerhof, 8124 Maur",https://www.hofsuche.schweizerbauern.ch/de/farm/muellerhof-9159/vomhof
"Thurlandbio, 8450 Andelfingen",https://www.hofsuche.schweizerbauern.ch/de/farm/thurlandbio-9143/vomhof
"Hof Wyden, 8428 Teufen",https://www.hofsuche.schweizerbauern.ch/de/farm/hof-wyden-9119/vomhof
"Bruggbüel, 8466 Trüllikon",https://www.hofsuche.schweizerbauern.ch/de/farm/bruggbueel-9059/vomhof
"FENNER Landwirtschaft, 8468 Waltalingen",https://www.hofsuche.schweizerbauern.ch/de/farm/fenner-landwirtschaft-9025/vomhof
"Hof Wirth, 8166 Niederweningen",https://www.hofsuche.schweizerbauern.ch/de/farm/hof-wirth-9000/vomhof
"MARTIN-Agro GmbH, 8442 Hettlingen",https://www.hofsuche.schweizerbauern.ch/de/farm/martin-agro-gmbh-8995/vomhof
"Herzog Hofacker, 8543 Gundetswil",https://www.hofsuche.schweizerbauern.ch/de/farm/herzog-hofacker-8996/vomhof
"Geissehof Bäretswil, 8344 Bäretswil",https://www.hofsuche.schweizerbauern.ch/de/farm/geissehof-baeretswil-8982/vomhof
"Brestenegg, 8816 Hirzel",https://www.hofsuche.schweizerbauern.ch/de/farm/brestenegg-8953/vomhof
"Strohhof, 8108 Dällikon",https://www.hofsuche.schweizerbauern.ch/de/farm/strohhof-8851/vomhof
"Biohof-Wattwil, 5462 Siglistorf",https://www.hofsuche.schweizerbauern.ch/de/farm/biohof-wattwil-8849/vomhof
"Hof Frei, 8548 Ellikon an der Thur",https://www.hofsuche.schweizerbauern.ch/de/farm/hof-frei-8846/vomhof
"Waldhof, 8463 Benken",https://www.hofsuche.schweizerbauern.ch/de/farm/waldhof-8826/vomhof
